Potencia,Maximo,DesvioPadrao,Curtose,Assimetria,Classe
5538195.5,10346.605,1089.671,0.24951753321187953,0.6308754394134702,0
5528400.0,11007.063,1089.5548,0.2555953697804263,0.6334437245963938,0
5543180.5,9356.673,1090.709,0.2421010327992521,0.6304654181076005,0
5532738.0,8982.668,1089.2087,0.23109979012128656,0.6263031770403099,0
5546741.5,9216.384,1090.3159,0.24070806934801547,0.6286466098724532,0
5560437.5,9411.959,1093.6023,0.254100083216231,0.6352067822687295,0
5569469.5,11088.739,1093.0214,0.27571078557360496,0.6357943125121696,0
5606919.0,9235.028,1097.8064,0.2624069555859223,0.6344764957837402,0
5618190.5,8995.95,1099.8811,0.2715056464325163,0.6380618004705213,0
5609830.5,10875.797,1099.3678,0.2816017554828245,0.6417297108674713,0
5614852.5,11734.0,1100.2817,0.27824526030596175,0.6404967932783241,0
5624808.0,9187.083,1100.2642,0.2616525964251948,0.6380329594546915,0
5609348.5,9702.243,1098.1965,0.2793841148733258,0.6379453983289215,0
5619230.0,8755.3545,1100.0919,0.25669126387194696,0.6362234940852426,0
5616288.0,8970.454,1098.181,0.2594267690157368,0.6344890296221389,0
5610703.5,9247.548,1098.0918,0.25391212667681984,0.6330883105338856,0
5614291.0,8419.136,1097.6115,0.27451885002067167,0.6364777579249931,0
5616857.5,9277.262,1099.0598,0.26222164134369974,0.635858151572478,0
5598964.0,9655.855,1096.3728,0.2718903149812526,0.6379728244712404,0
5607576.5,10329.484,1099.2238,0.2726389890545633,0.6408990891977733,0
5614816.0,9338.026,1099.0166,0.2679227836465121,0.6363733613878643,0
5602650.0,9223.96,1098.1487,0.2804511983688438,0.6409574336191943,0
5598736.0,9210.897,1095.5511,0.2681908255752421,0.6365921655097976,0
5597137.0,9236.637,1097.855,0.2882232529865303,0.6426803979846545,0
5602407.5,9543.064,1097.1667,0.24085855021061775,0.631662980176699,0
5612242.5,8924.76,1097.073,0.2630156607045775,0.636560724616088,0
5629804.0,10806.209,1100.3093,0.26033167857670003,0.6341948003561091,0
5599923.5,9259.283,1097.1238,0.2634069740439102,0.6368699694499436,0
5603864.5,10797.412,1097.7173,0.2767107862734419,0.6378876462634798,0
5592308.5,9019.415,1096.2661,0.2574747340022867,0.6354280038348266,0
5589354.5,11317.779,1096.4407,0.2746220711023186,0.6372093301994826,0
5607873.5,8943.088,1098.4015,0.254827629178092,0.6349220844699166,0
5611823.0,9199.565,1097.8566,0.2545112500450877,0.6341583987026441,0
5612915.5,8793.87,1097.5046,0.25637026448443434,0.6353203734880984,0
5613653.5,11229.24,1099.2406,0.2707516655295068,0.6372062267372528,0
5592714.5,8500.659,1095.7229,0.256373655462232,0.634964520186961,0
